PAY_DATE,PAY_AMOUNT,USER_ID,REG_DATE,PAY_DATE_TS,REG_DATE_TS
1596800000000.0,5.104739,50134,1596700000000.0,1596800000000.0,1596700000000.0
1595840000000.0,4.9758945,10002,1595840000000.0,1595840000000.0,1595840000000.0
1595840000000.0,4.9758945,10002,1595840000000.0,1595840000000.0,1595840000000.0
1595840000000.0,2.417594,10002,1595840000000.0,1595840000000.0,1595840000000.0
1595860000000.0,4.9758945,10002,1595840000000.0,1595860000000.0,1595840000000.0
1596000000000.0,19.99,15126,1595990000000.0,1596000000000.0,1595990000000.0
1596000000000.0,3.99,15126,1595990000000.0,1596000000000.0,1595990000000.0
1596140000000.0,5.0512724,30012,1596140000000.0,1596140000000.0,1596140000000.0
1596170000000.0,3.99,30065,1596170000000.0,1596170000000.0,1596170000000.0
1598390000000.0,17.99,115127,1598390000000.0,1598390000000.0,1598390000000.0
1598400000000.0,3.99,115178,1598400000000.0,1598400000000.0,1598400000000.0
1598450000000.0,3.99,115385,1598440000000.0,1598450000000.0,1598440000000.0
1598450000000.0,3.99,115385,1598440000000.0,1598450000000.0,1598440000000.0
1597200000000.0,17.99,80085,1597200000000.0,1597200000000.0,1597200000000.0
1597240000000.0,42.32977,75007,1597140000000.0,1597240000000.0,1597140000000.0
1597390000000.0,19.99,90063,1597390000000.0,1597390000000.0,1597390000000.0
1597390000000.0,17.99,90063,1597390000000.0,1597390000000.0,1597390000000.0
1597390000000.0,17.99,90063,1597390000000.0,1597390000000.0,1597390000000.0
1597420000000.0,17.99,90063,1597390000000.0,1597420000000.0,1597390000000.0
1597440000000.0,3.99,80085,1597200000000.0,1597440000000.0,1597200000000.0
1597440000000.0,17.99,80085,1597200000000.0,1597440000000.0,1597200000000.0
1597780000000.0,19.99,105062,1597780000000.0,1597780000000.0,1597780000000.0
1597860000000.0,18.179502,105287,1597860000000.0,1597860000000.0,1597860000000.0
1598010000000.0,5.146796,110034,1598010000000.0,1598010000000.0,1598010000000.0
1598010000000.0,22.479195,110036,1598010000000.0,1598010000000.0,1598010000000.0
1598010000000.0,5.146796,110029,1598010000000.0,1598010000000.0,1598010000000.0
1598010000000.0,2.5006285,110029,1598010000000.0,1598010000000.0,1598010000000.0
1598010000000.0,112.44888999999999,110036,1598010000000.0,1598010000000.0,1598010000000.0
1598010000000.0,22.479195,110036,1598010000000.0,1598010000000.0,1598010000000.0
1598250000000.0,42.527794,110036,1598010000000.0,1598250000000.0,1598010000000.0
1596180000000.0,19.99,30011,1596140000000.0,1596180000000.0,1596140000000.0
1596180000000.0,3.99,30011,1596140000000.0,1596180000000.0,1596140000000.0
1596180000000.0,3.99,30011,1596140000000.0,1596180000000.0,1596140000000.0
1596880000000.0,17.99,40167,1596610000000.0,1596880000000.0,1596610000000.0
1596930000000.0,34.99,70258,1596930000000.0,1596930000000.0,1596930000000.0
1597060000000.0,3.99,70258,1596930000000.0,1597060000000.0,1596930000000.0
1597080000000.0,3.99,30011,1596140000000.0,1597080000000.0,1596140000000.0
1597080000000.0,3.99,30011,1596140000000.0,1597080000000.0,1596140000000.0
1597080000000.0,3.99,30011,1596140000000.0,1597080000000.0,1596140000000.0
1597080000000.0,3.99,30011,1596140000000.0,1597080000000.0,1596140000000.0
1597080000000.0,3.99,30011,1596140000000.0,1597080000000.0,1596140000000.0
1597200000000.0,3.99,80087,1597200000000.0,1597200000000.0,1597200000000.0
1597630000000.0,3.99,95357,1597630000000.0,1597630000000.0,1597630000000.0
1597820000000.0,3.99,105205,1597820000000.0,1597820000000.0,1597820000000.0
1597820000000.0,3.99,105205,1597820000000.0,1597820000000.0,1597820000000.0
1597840000000.0,17.99,105205,1597820000000.0,1597840000000.0,1597820000000.0
1597880000000.0,5.107373,105347,1597880000000.0,1597880000000.0,1597880000000.0
1597970000000.0,3.99,105586,1597970000000.0,1597970000000.0,1597970000000.0
1598080000000.0,3.99,110169,1598080000000.0,1598080000000.0,1598080000000.0
1598080000000.0,3.99,110169,1598080000000.0,1598080000000.0,1598080000000.0
1598080000000.0,3.99,110169,1598080000000.0,1598080000000.0,1598080000000.0
1598080000000.0,3.99,110169,1598080000000.0,1598080000000.0,1598080000000.0
1598150000000.0,3.99,105107,1597790000000.0,1598150000000.0,1597790000000.0
1598160000000.0,3.99,105107,1597790000000.0,1598160000000.0,1597790000000.0
1598250000000.0,3.99,105107,1597790000000.0,1598250000000.0,1597790000000.0
1598300000000.0,5.091816400000001,111023,1598300000000.0,1598300000000.0,1598300000000.0
1596290000000.0,22.310845999999998,15107,1595980000000.0,1596290000000.0,1595980000000.0
1596500000000.0,17.99,35117,1596490000000.0,1596500000000.0,1596490000000.0
1596540000000.0,3.99,35117,1596490000000.0,1596540000000.0,1596490000000.0
1596540000000.0,3.99,35117,1596490000000.0,1596540000000.0,1596490000000.0
1596550000000.0,3.99,35117,1596490000000.0,1596550000000.0,1596490000000.0
1596560000000.0,3.99,35117,1596490000000.0,1596560000000.0,1596490000000.0
1596560000000.0,3.99,35117,1596490000000.0,1596560000000.0,1596490000000.0
1596560000000.0,17.99,35117,1596490000000.0,1596560000000.0,1596490000000.0
1596580000000.0,3.99,35117,1596490000000.0,1596580000000.0,1596490000000.0
1596590000000.0,3.99,35117,1596490000000.0,1596590000000.0,1596490000000.0
1596660000000.0,3.99,50001,1596650000000.0,1596660000000.0,1596650000000.0
1596790000000.0,17.99,40167,1596610000000.0,1596790000000.0,1596610000000.0
1597510000000.0,19.99,95154,1597510000000.0,1597510000000.0,1597510000000.0
1597510000000.0,17.99,95154,1597510000000.0,1597510000000.0,1597510000000.0
1597520000000.0,3.99,95154,1597510000000.0,1597520000000.0,1597510000000.0
1597520000000.0,3.99,95154,1597510000000.0,1597520000000.0,1597510000000.0
1597880000000.0,5.107373,105328,1597870000000.0,1597880000000.0,1597870000000.0
1597890000000.0,4.614918,105394,1597890000000.0,1597890000000.0,1597890000000.0
1597890000000.0,4.614918,105394,1597890000000.0,1597890000000.0,1597890000000.0
1597920000000.0,5.151499299999999,105328,1597870000000.0,1597920000000.0,1597870000000.0
1597920000000.0,5.151499299999999,105328,1597870000000.0,1597920000000.0,1597870000000.0
1597940000000.0,5.151499299999999,105328,1597870000000.0,1597940000000.0,1597870000000.0
1597940000000.0,5.151499299999999,105328,1597870000000.0,1597940000000.0,1597870000000.0
1598360000000.0,4.6512194000000004,111117,1598310000000.0,1598360000000.0,1598310000000.0
1598360000000.0,4.6512194000000004,111117,1598310000000.0,1598360000000.0,1598310000000.0
1598370000000.0,2.4761977,111060,1598300000000.0,1598370000000.0,1598300000000.0
1596410000000.0,3.99,30404,1596410000000.0,1596410000000.0,1596410000000.0
1596410000000.0,3.99,30404,1596410000000.0,1596410000000.0,1596410000000.0
1596490000000.0,3.99,35123,1596490000000.0,1596490000000.0,1596490000000.0
1596520000000.0,17.99,35123,1596490000000.0,1596520000000.0,1596490000000.0
1596560000000.0,17.99,35123,1596490000000.0,1596560000000.0,1596490000000.0
1596600000000.0,34.99,35123,1596490000000.0,1596600000000.0,1596490000000.0
1596840000000.0,3.99,70090,1596840000000.0,1596840000000.0,1596840000000.0
1598380000000.0,34.99,115089,1598380000000.0,1598380000000.0,1598380000000.0
1598390000000.0,9.99,115089,1598380000000.0,1598390000000.0,1598380000000.0
1598460000000.0,3.99,115478,1598460000000.0,1598460000000.0,1598460000000.0
1598470000000.0,3.99,115478,1598460000000.0,1598470000000.0,1598460000000.0
1597100000000.0,3.99,70649,1597090000000.0,1597100000000.0,1597090000000.0
1597230000000.0,3.99,80128,1597230000000.0,1597230000000.0,1597230000000.0
1597540000000.0,3.99,85099,1597290000000.0,1597540000000.0,1597290000000.0
1597700000000.0,3.99,95464,1597700000000.0,1597700000000.0,1597700000000.0
1597770000000.0,17.99,105052,1597770000000.0,1597770000000.0,1597770000000.0
1597820000000.0,3.99,105191,1597820000000.0,1597820000000.0,1597820000000.0
1597820000000.0,3.99,105191,1597820000000.0,1597820000000.0,1597820000000.0
1597820000000.0,1.99,105191,1597820000000.0,1597820000000.0,1597820000000.0
1597820000000.0,3.99,105191,1597820000000.0,1597820000000.0,1597820000000.0
1597820000000.0,3.99,105191,1597820000000.0,1597820000000.0,1597820000000.0
1597830000000.0,3.99,105191,1597820000000.0,1597830000000.0,1597820000000.0
1598020000000.0,19.99,105380,1597890000000.0,1598020000000.0,1597890000000.0
1598220000000.0,3.99,105380,1597890000000.0,1598220000000.0,1597890000000.0
1598290000000.0,3.99,110991,1598290000000.0,1598290000000.0,1598290000000.0
1598320000000.0,3.99,111053,1598300000000.0,1598320000000.0,1598300000000.0
1598320000000.0,3.99,111053,1598300000000.0,1598320000000.0,1598300000000.0
1598320000000.0,3.99,111160,1598320000000.0,1598320000000.0,1598320000000.0
1596490000000.0,3.99,35113,1596490000000.0,1596490000000.0,1596490000000.0
1596490000000.0,3.99,35113,1596490000000.0,1596490000000.0,1596490000000.0
1596490000000.0,3.99,35113,1596490000000.0,1596490000000.0,1596490000000.0
1596500000000.0,3.99,35113,1596490000000.0,1596500000000.0,1596490000000.0
1596500000000.0,3.99,35113,1596490000000.0,1596500000000.0,1596490000000.0
1596500000000.0,3.99,35113,1596490000000.0,1596500000000.0,1596490000000.0
1596500000000.0,3.99,35113,1596490000000.0,1596500000000.0,1596490000000.0
1596510000000.0,3.99,35113,1596490000000.0,1596510000000.0,1596490000000.0
1596510000000.0,3.99,35113,1596490000000.0,1596510000000.0,1596490000000.0
1596570000000.0,42.518833,40051,1596560000000.0,1596570000000.0,1596560000000.0
1596570000000.0,2.4733945999999998,40051,1596560000000.0,1596570000000.0,1596560000000.0
1596600000000.0,42.518833,40051,1596560000000.0,1596600000000.0,1596560000000.0
1596600000000.0,2.4733945999999998,40051,1596560000000.0,1596600000000.0,1596560000000.0
1596760000000.0,5.104739,40209,1596630000000.0,1596760000000.0,1596630000000.0
1598390000000.0,3.99,115159,1598390000000.0,1598390000000.0,1598390000000.0
1597040000000.0,3.99,70518,1597040000000.0,1597040000000.0,1597040000000.0
1597700000000.0,3.99,95481,1597700000000.0,1597700000000.0,1597700000000.0
1597700000000.0,3.99,95481,1597700000000.0,1597700000000.0,1597700000000.0
1598040000000.0,3.99,70409,1597000000000.0,1598040000000.0,1597000000000.0
1598130000000.0,19.99,110346,1598120000000.0,1598130000000.0,1598120000000.0
1598130000000.0,17.99,110346,1598120000000.0,1598130000000.0,1598120000000.0
1598130000000.0,17.99,110346,1598120000000.0,1598130000000.0,1598120000000.0
1596450000000.0,5.089518,35007,1596450000000.0,1596450000000.0,1596450000000.0
1596450000000.0,5.089518,35007,1596450000000.0,1596450000000.0,1596450000000.0
1596450000000.0,2.4727992999999997,35007,1596450000000.0,1596450000000.0,1596450000000.0
1596450000000.0,5.089518,35007,1596450000000.0,1596450000000.0,1596450000000.0
1596450000000.0,2.4727992999999997,35007,1596450000000.0,1596450000000.0,1596450000000.0
1596450000000.0,22.229025,35007,1596450000000.0,1596450000000.0,1596450000000.0
1596480000000.0,2.4727992999999997,35007,1596450000000.0,1596480000000.0,1596450000000.0
1596490000000.0,20.136126,35122,1596490000000.0,1596490000000.0,1596490000000.0
1596490000000.0,4.0958624,35122,1596490000000.0,1596490000000.0,1596490000000.0
1595980000000.0,2.4340363,15059,1595960000000.0,1595980000000.0,1595960000000.0
1595980000000.0,2.4340363,15059,1595960000000.0,1595980000000.0,1595960000000.0
1596000000000.0,1.99,15129,1595990000000.0,1596000000000.0,1595990000000.0
1596030000000.0,4.6500764000000006,20016,1596020000000.0,1596030000000.0,1596020000000.0
1596030000000.0,4.6500764000000006,20016,1596020000000.0,1596030000000.0,1596020000000.0
1598460000000.0,24.87989,115471,1598460000000.0,1598460000000.0,1598460000000.0
1598470000000.0,5.096513,115471,1598460000000.0,1598470000000.0,1598460000000.0
1598510000000.0,17.99,115676,1598500000000.0,1598510000000.0,1598500000000.0
1597070000000.0,3.99,70585,1597070000000.0,1597070000000.0,1597070000000.0
1597730000000.0,3.99,95539,1597730000000.0,1597730000000.0,1597730000000.0
1597820000000.0,3.99,95539,1597730000000.0,1597820000000.0,1597730000000.0
1597850000000.0,3.99,105252,1597850000000.0,1597850000000.0,1597850000000.0
1597850000000.0,17.99,105252,1597850000000.0,1597850000000.0,1597850000000.0
1597850000000.0,1.99,105252,1597850000000.0,1597850000000.0,1597850000000.0
1597860000000.0,3.99,105252,1597850000000.0,1597860000000.0,1597850000000.0
1597860000000.0,3.99,105252,1597850000000.0,1597860000000.0,1597850000000.0
1597930000000.0,3.99,105252,1597850000000.0,1597930000000.0,1597850000000.0
1597930000000.0,3.99,105252,1597850000000.0,1597930000000.0,1597850000000.0
1597930000000.0,17.99,105252,1597850000000.0,1597930000000.0,1597850000000.0
1597930000000.0,1.99,105252,1597850000000.0,1597930000000.0,1597850000000.0
1598070000000.0,3.99,110150,1598060000000.0,1598070000000.0,1598060000000.0
1598190000000.0,4.64697,110589,1598190000000.0,1598190000000.0,1598190000000.0
1596280000000.0,5.1082516,30182,1596280000000.0,1596280000000.0,1596280000000.0
1596280000000.0,5.1082516,30182,1596280000000.0,1596280000000.0,1596280000000.0
1596280000000.0,5.1082516,30182,1596280000000.0,1596280000000.0,1596280000000.0
1596280000000.0,5.1082516,30182,1596280000000.0,1596280000000.0,1596280000000.0
1596280000000.0,22.310845999999998,30182,1596280000000.0,1596280000000.0,1596280000000.0
1596280000000.0,2.4819012000000003,30182,1596280000000.0,1596280000000.0,1596280000000.0
1596290000000.0,22.310845999999998,30182,1596280000000.0,1596290000000.0,1596280000000.0
1596290000000.0,22.310845999999998,30182,1596280000000.0,1596290000000.0,1596280000000.0
1596290000000.0,2.4819012000000003,30182,1596280000000.0,1596290000000.0,1596280000000.0
1596300000000.0,3.99,30194,1596290000000.0,1596300000000.0,1596290000000.0
1596300000000.0,3.99,30194,1596290000000.0,1596300000000.0,1596290000000.0
